ID de Factura,Sucursal,Tipo Cliente,Genero,Categoria,Precio Unitario,Cantidad,Impuesto 5%,Total,Fecha,Hora,Pago,Costo de Bienes Vendidos,Porcentaje de Margen Bruto,Ingreso Bruto
135-84-8019,REYES,Normal,Femenino,Congelados,77.93,9,35.0685,736.4385,2/27/2019,16:10,Monedero electrónico,701.37,4.761904762,35.0685
441-94-7118,EQUIPETROL,Miembro,Masculino,Panaderia,71.95,1,3.5975,75.5475,2/4/2019,12:14,Efectivo,71.95,4.761904762,3.5975
725-96-3778,SUR,Miembro,Femenino,Panaderia,89.25,8,35.7,749.7,1/20/2019,10:13,Efectivo,714.0,4.761904762,35.7
531-80-1784,SUR,Normal,Masculino,Snack y Dulces,26.02,7,9.107,191.247,3/28/2019,17:38,Efectivo,182.14,4.761904762,9.107
400-45-1220,TROMPILLO,Normal,Femenino,Carnes y Embutidos,13.5,10,6.75,141.75,2/27/2019,11:06,Tarjeta de credito,135.0,4.761904762,6.75
860-79-0874,SUR,Miembro,Femenino,Carnes y Embutidos,99.3,10,49.65,1042.65,2/15/2019,14:53,Tarjeta de credito,993.0,4.761904762,49.65
834-61-8124,EQUIPETROL,Normal,Masculino,Carnes y Embutidos,51.69,7,18.0915,379.9215,1/26/2019,18:22,Efectivo,361.83,4.761904762,18.0915
115-99-4379,REYES,Miembro,Femenino,Lacteos,54.73,7,19.1555,402.2655,3/14/2019,19:02,Tarjeta de credito,383.11,4.761904762,19.1555
565-67-6697,EQUIPETROL,Miembro,Masculino,Limpieza Del Hogar,27.0,9,12.15,255.15,3/2/2019,14:16,Efectivo,243.0,4.761904762,12.15
320-49-6392,SUR,Normal,Femenino,Despensa y Abarrotes,30.24,1,1.512,31.752,3/4/2019,15:44,Efectivo,30.24,4.761904762,1.512
889-04-9723,URUBO FIDALGA,Miembro,Femenino,Panaderia,89.14,4,17.828,374.388,1/7/2019,12:20,Tarjeta de credito,356.56,4.761904762,17.828
632-90-0281,TROMPILLO,Normal,Femenino,Limpieza Del Hogar,37.55,10,18.775,394.275,3/8/2019,20:01,Tarjeta de credito,375.5,4.761904762,18.775
554-42-2417,REYES,Normal,Femenino,Cuidado Personal,95.44,10,47.72,1002.12,1/9/2019,13:45,Efectivo,954.4,4.761904762,47.72
453-63-6187,REYES,Normal,Masculino,Bebidas,27.5,3,4.125,86.625,3/1/2019,15:40,Monedero electrónico,82.5,4.761904762,4.125
578-80-7669,SUR,Normal,Masculino,Carnes y Embutidos,74.97,1,3.7485,78.7185,3/16/2019,16:58,Efectivo,74.97,4.761904762,3.7485
612-36-5536,TROMPILLO,Miembro,Masculino,Despensa y Abarrotes,80.96,8,32.384,680.064,2/17/2019,11:12,Tarjeta de credito,647.68,4.761904762,32.384
605-72-4132,TROMPILLO,Normal,Femenino,Cuidado Personal,94.47,8,37.788,793.548,2/27/2019,15:12,Efectivo,755.76,4.761904762,37.788
471-41-2823,TROMPILLO,Normal,Masculino,Despensa y Abarrotes,99.79,2,9.979,209.559,3/7/2019,20:37,Monedero electrónico,199.58,4.761904762,9.979
462-67-9126,SUR,Normal,Masculino,Limpieza Del Hogar,73.22,6,21.966,461.286,1/21/2019,17:44,Efectivo,439.32,4.761904762,21.966
272-27-9238,REYES,Normal,Femenino,Despensa y Abarrotes,41.24,4,8.248,173.208,2/19/2019,16:23,Efectivo,164.96,4.761904762,8.248
834-25-9262,REYES,Normal,Femenino,Limpieza Del Hogar,81.68,4,16.336,343.056,1/6/2019,12:12,Efectivo,326.72,4.761904762,16.336
122-61-9553,TROMPILLO,Normal,Femenino,Panaderia,51.32,9,23.094,484.974,3/14/2019,19:33,Efectivo,461.88,4.761904762,23.094
468-88-0009,EQUIPETROL,Miembro,Masculino,Limpieza Del Hogar,65.94,4,13.188,276.948,3/24/2019,10:29,Efectivo,263.76,4.761904762,13.188
613-59-9758,SUR,Normal,Femenino,Lacteos,14.36,10,7.18,150.78,1/27/2019,14:28,Efectivo,143.6,4.761904762,7.18
254-31-0042,REYES,Miembro,Masculino,Carnes y Embutidos,21.5,9,9.675,203.175,3/6/2019,12:46,Tarjeta de credito,193.5,4.761904762,9.675
201-86-2184,REYES,Miembro,Femenino,Bebidas,26.26,7,9.191,193.011,2/2/2019,19:40,Efectivo,183.82,4.761904762,9.191
261-12-8671,TROMPILLO,Normal,Femenino,Carnes y Embutidos,60.96,2,6.096,128.016,1/25/2019,19:39,Tarjeta de credito,121.92,4.761904762,6.096
730-70-9830,REYES,Normal,Femenino,Congelados,70.11,6,21.033,441.693,3/14/2019,17:54,Monedero electrónico,420.66,4.761904762,21.033
382-25-8917,TROMPILLO,Normal,Masculino,Lacteos,42.08,6,12.624,265.104,1/29/2019,12:25,Efectivo,252.48,4.761904762,12.624
422-29-8786,URUBO FIDALGA,Normal,Femenino,Limpieza Del Hogar,67.09,5,16.7725,352.2225,1/3/2019,16:47,Tarjeta de credito,335.45,4.761904762,16.7725
667-23-5919,EQUIPETROL,Miembro,Femenino,Bebidas,96.7,5,24.175,507.675,1/14/2019,12:52,Monedero electrónico,483.5,4.761904762,24.175
843-01-4703,REYES,Miembro,Femenino,Panaderia,35.38,9,15.921,334.341,1/5/2019,19:50,Tarjeta de credito,318.42,4.761904762,15.921
743-88-1662,SUR,Normal,Masculino,Limpieza Del Hogar,95.49,7,33.4215,701.8515,2/22/2019,18:17,Monedero electrónico,668.43,4.761904762,33.4215
595-86-2894,SUR,Miembro,Masculino,Limpieza Del Hogar,96.98,4,19.396,407.316,2/6/2019,17:20,Monedero electrónico,387.92,4.761904762,19.396
182-69-8360,EQUIPETROL,Normal,Femenino,Snack y Dulces,23.65,4,4.73,99.33,1/30/2019,13:32,Tarjeta de credito,94.6,4.761904762,4.73
289-15-7034,EQUIPETROL,Miembro,Masculino,Snack y Dulces,82.33,4,16.466,345.786,1/11/2019,10:37,Tarjeta de credito,329.32,4.761904762,16.466
462-78-5240,SUR,Normal,Femenino,Cuidado Personal,26.61,2,2.661,55.881,3/19/2019,14:35,Efectivo,53.22,4.761904762,2.661
868-52-7573,EQUIPETROL,Normal,Femenino,Limpieza Del Hogar,99.69,5,24.9225,523.3725,1/14/2019,12:09,Efectivo,498.45,4.761904762,24.9225
153-58-4872,EQUIPETROL,Miembro,Femenino,Despensa y Abarrotes,74.89,4,14.978,314.538,3/1/2019,15:32,Monedero electrónico,299.56,4.761904762,14.978
662-72-2873,EQUIPETROL,Normal,Femenino,Despensa y Abarrotes,40.94,5,10.235,214.935,1/6/2019,13:58,Monedero electrónico,204.7,4.761904762,10.235
525-88-7307,REYES,Miembro,Masculino,Bebidas,75.82,1,3.791,79.611,1/31/2019,13:19,Efectivo,75.82,4.761904762,3.791
689-16-9784,URUBO FIDALGA,Normal,Masculino,Congelados,46.77,6,14.031,294.651,3/11/2019,13:37,Efectivo,280.62,4.761904762,14.031
725-56-0833,URUBO FIDALGA,Normal,Femenino,Snack y Dulces,32.32,10,16.16,339.36,2/20/2019,16:49,Tarjeta de credito,323.2,4.761904762,16.16
394-41-0748,URUBO FIDALGA,Miembro,Femenino,Congelados,54.07,9,24.3315,510.9615,1/27/2019,14:55,Monedero electrónico,486.63,4.761904762,24.3315
596-42-3999,REYES,Normal,Masculino,Carnes y Embutidos,18.22,7,6.377,133.917,3/10/2019,14:04,Tarjeta de credito,127.54,4.761904762,6.377
541-89-9860,TROMPILLO,Miembro,Femenino,Cuidado Personal,80.48,3,12.072,253.512,2/15/2019,12:31,Efectivo,241.44,4.761904762,12.072
173-82-9529,EQUIPETROL,Normal,Femenino,Limpieza Del Hogar,37.95,10,18.975,398.475,1/26/2019,14:51,Efectivo,379.5,4.761904762,18.975
563-36-9814,TROMPILLO,Miembro,Masculino,Panaderia,76.82,1,3.841,80.661,2/13/2019,18:27,Monedero electrónico,76.82,4.761904762,3.841
308-47-4913,REYES,Miembro,Femenino,Congelados,52.26,10,26.13,548.73,3/9/2019,12:45,Tarjeta de credito,522.6,4.761904762,26.13
885-17-6250,REYES,Normal,Femenino,Congelados,79.74,1,3.987,83.727,3/6/2019,10:36,Monedero electrónico,79.74,4.761904762,3.987
726-27-2396,SUR,Normal,Femenino,Panaderia,77.5,5,19.375,406.875,1/24/2019,20:36,Monedero electrónico,387.5,4.761904762,19.375
316-01-3952,URUBO FIDALGA,Normal,Femenino,Carnes y Embutidos,54.27,5,13.5675,284.9175,3/13/2019,14:16,Monedero electrónico,271.35,4.761904762,13.5675
760-54-1821,REYES,Normal,Masculino,Lacteos,13.59,9,6.1155,128.4255,3/15/2019,10:26,Efectivo,122.31,4.761904762,6.1155
793-10-3222,TROMPILLO,Miembro,Femenino,Limpieza Del Hogar,41.06,6,12.318,258.678,3/5/2019,13:30,Tarjeta de credito,246.36,4.761904762,12.318
346-12-3257,EQUIPETROL,Miembro,Masculino,Snack y Dulces,19.24,9,8.658,181.818,3/4/2019,16:28,Efectivo,173.16,4.761904762,8.658
110-05-6330,URUBO FIDALGA,Normal,Femenino,Bebidas,39.43,6,11.829,248.409,3/25/2019,20:18,Tarjeta de credito,236.58,4.761904762,11.829
651-61-0874,EQUIPETROL,Normal,Masculino,Cuidado Personal,46.22,4,9.244,194.124,3/12/2019,20:04,Tarjeta de credito,184.88,4.761904762,9.244
236-86-3015,EQUIPETROL,Miembro,Masculino,Cuidado Personal,13.98,1,0.699,14.679,2/4/2019,13:38,Monedero electrónico,13.98,4.761904762,0.699
831-64-0259,URUBO FIDALGA,Normal,Femenino,Bebidas,39.75,5,9.9375,208.6875,2/22/2019,10:43,Monedero electrónico,198.75,4.761904762,9.9375
587-03-7455,EQUIPETROL,Miembro,Femenino,Panaderia,97.79,7,34.2265,718.7565,2/16/2019,17:30,Monedero electrónico,684.53,4.761904762,34.2265
882-40-4577,REYES,Miembro,Masculino,Carnes y Embutidos,67.26,4,13.452,282.492,1/19/2019,15:28,Tarjeta de credito,269.04,4.761904762,13.452
732-67-5346,EQUIPETROL,Normal,Masculino,Lacteos,13.79,5,3.4475,72.3975,1/11/2019,19:07,Tarjeta de credito,68.95,4.761904762,3.4475
725-32-9708,TROMPILLO,Miembro,Femenino,Congelados,68.71,4,13.742,288.582,1/4/2019,19:01,Efectivo,274.84,4.761904762,13.742
256-08-8343,URUBO FIDALGA,Normal,Femenino,Lacteos,56.53,4,11.306,237.426,3/4/2019,19:48,Monedero electrónico,226.12,4.761904762,11.306
372-26-1506,REYES,Normal,Femenino,Cuidado Personal,23.82,5,5.955,125.055,1/28/2019,19:24,Monedero electrónico,119.1,4.761904762,5.955
244-08-0162,URUBO FIDALGA,Normal,Femenino,Congelados,34.21,10,17.105,359.205,1/2/2019,13:00,Efectivo,342.1,4.761904762,17.105
569-71-4390,URUBO FIDALGA,Normal,Masculino,Congelados,21.87,2,2.187,45.927,1/25/2019,14:29,Monedero electrónico,43.74,4.761904762,2.187
132-23-6451,SUR,Miembro,Masculino,Carnes y Embutidos,20.97,5,5.2425,110.0925,1/4/2019,13:21,Efectivo,104.85,4.761904762,5.2425
696-90-2548,URUBO FIDALGA,Normal,Masculino,Cuidado Personal,25.84,3,3.876,81.396,3/10/2019,18:55,Monedero electrónico,77.52,4.761904762,3.876
472-15-9636,URUBO FIDALGA,Normal,Masculino,Cuidado Personal,50.93,8,20.372,427.812,3/22/2019,19:36,Monedero electrónico,407.44,4.761904762,20.372
268-03-6164,URUBO FIDALGA,Normal,Masculino,Carnes y Embutidos,96.11,1,4.8055,100.9155,1/25/2019,16:28,Monedero electrónico,96.11,4.761904762,4.8055
750-57-9686,SUR,Normal,Femenino,Despensa y Abarrotes,45.38,4,9.076,190.596,1/8/2019,13:48,Tarjeta de credito,181.52,4.761904762,9.076
186-09-3669,REYES,Miembro,Femenino,Despensa y Abarrotes,81.51,1,4.0755,85.5855,1/22/2019,10:57,Monedero electrónico,81.51,4.761904762,4.0755
848-07-1692,REYES,Normal,Femenino,Despensa y Abarrotes,57.22,2,5.722,120.162,1/12/2019,17:13,Monedero electrónico,114.44,4.761904762,5.722
745-71-3520,REYES,Miembro,Femenino,Lacteos,25.22,7,8.827,185.367,2/4/2019,10:23,Efectivo,176.54,4.761904762,8.827
266-76-6436,SUR,Miembro,Femenino,Congelados,38.6,3,5.79,121.59,3/28/2019,13:57,Monedero electrónico,115.8,4.761904762,5.79
740-22-2500,URUBO FIDALGA,Normal,Femenino,Congelados,84.05,3,12.6075,264.7575,1/23/2019,13:29,Efectivo,252.15,4.761904762,12.6075
271-88-8734,EQUIPETROL,Miembro,Femenino,Carnes y Embutidos,97.21,10,48.605,1020.705,2/8/2019,13:00,Tarjeta de credito,972.1,4.761904762,48.605
301-81-8610,EQUIPETROL,Miembro,Masculino,Carnes y Embutidos,25.42,8,10.168,213.528,3/19/2019,19:42,Tarjeta de credito,203.36,4.761904762,10.168
489-64-4354,TROMPILLO,Normal,Masculino,Bebidas,16.28,1,0.814,17.094,3/9/2019,15:36,Efectivo,16.28,4.761904762,0.814
198-84-7132,EQUIPETROL,Miembro,Masculino,Limpieza Del Hogar,40.61,9,18.2745,383.7645,1/2/2019,13:40,Efectivo,365.49,4.761904762,18.2745
269-10-8440,URUBO FIDALGA,Miembro,Masculino,Cuidado Personal,53.17,7,18.6095,390.7995,1/21/2019,18:01,Efectivo,372.19,4.761904762,18.6095
650-98-6268,TROMPILLO,Miembro,Femenino,Snack y Dulces,20.87,3,3.1305,65.7405,3/20/2019,13:53,Tarjeta de credito,62.61,4.761904762,3.1305
741-73-3559,TROMPILLO,Normal,Masculino,Bebidas,67.27,5,16.8175,353.1675,2/27/2019,17:27,Efectivo,336.35,4.761904762,16.8175
325-77-6186,URUBO FIDALGA,Miembro,Femenino,Panaderia,90.65,10,45.325,951.825,3/8/2019,10:53,Monedero electrónico,906.5,4.761904762,45.325
286-75-7818,EQUIPETROL,Normal,Masculino,Despensa y Abarrotes,69.08,2,6.908,145.068,1/31/2019,19:48,Tarjeta de credito,138.16,4.761904762,6.908
574-57-9721,SUR,Normal,Masculino,Despensa y Abarrotes,43.27,2,4.327,90.867,3/8/2019,16:53,Monedero electrónico,86.54,4.761904762,4.327
459-50-7686,REYES,Normal,Femenino,Panaderia,23.46,6,7.038,147.798,1/13/2019,19:14,Monedero electrónico,140.76,4.761904762,7.038
616-87-0016,SUR,Normal,Masculino,Cuidado Personal,95.54,7,33.439,702.219,3/9/2019,14:36,Tarjeta de credito,668.78,4.761904762,33.439
837-55-7229,SUR,Normal,Femenino,Lacteos,47.44,1,2.372,49.812,2/22/2019,18:19,Tarjeta de credito,47.44,4.761904762,2.372
751-69-0068,TROMPILLO,Normal,Masculino,Lacteos,99.24,9,44.658,937.818,3/19/2019,19:09,Monedero electrónico,893.16,4.761904762,44.658
257-73-1380,EQUIPETROL,Miembro,Masculino,Carnes y Embutidos,82.93,4,16.586,348.306,1/20/2019,16:51,Monedero electrónico,331.72,4.761904762,16.586
345-08-4992,TROMPILLO,Normal,Masculino,Panaderia,33.99,6,10.197,214.137,3/8/2019,15:37,Tarjeta de credito,203.94,4.761904762,10.197
549-96-4200,EQUIPETROL,Miembro,Masculino,Lacteos,17.04,4,3.408,71.568,3/8/2019,20:15,Monedero electrónico,68.16,4.761904762,3.408
810-60-6344,EQUIPETROL,Normal,Femenino,Carnes y Embutidos,40.86,8,16.344,343.224,2/7/2019,14:38,Tarjeta de credito,326.88,4.761904762,16.344
450-28-2866,EQUIPETROL,Miembro,Masculino,Bebidas,17.44,5,4.36,91.56,1/15/2019,19:25,Efectivo,87.2,4.761904762,4.36
394-30-3170,REYES,Miembro,Femenino,Cuidado Personal,88.43,8,35.372,742.812,3/22/2019,19:35,Tarjeta de credito,707.44,4.761904762,35.372
138-17-5109,TROMPILLO,Miembro,Femenino,Snack y Dulces,89.21,9,40.1445,843.0345,1/15/2019,15:42,Tarjeta de credito,802.89,4.761904762,40.1445
192-98-7397,SUR,Normal,Masculino,Panaderia,12.78,1,0.639,13.419,1/8/2019,14:11,Monedero electrónico,12.78,4.761904762,0.639
301-11-9629,TROMPILLO,Normal,Femenino,Despensa y Abarrotes,19.1,7,6.685,140.385,1/15/2019,10:43,Efectivo,133.7,4.761904762,6.685
390-80-5128,SUR,Miembro,Femenino,Lacteos,19.15,1,0.9575,20.1075,1/28/2019,17:58,Tarjeta de credito,19.15,4.761904762,0.9575
235-46-8343,URUBO FIDALGA,Miembro,Masculino,Snack y Dulces,27.66,10,13.83,290.43,2/14/2019,11:26,Tarjeta de credito,276.6,4.761904762,13.83
453-12-7053,URUBO FIDALGA,Normal,Masculino,Panaderia,45.74,3,6.861,144.081,3/10/2019,17:38,Tarjeta de credito,137.22,4.761904762,6.861
296-11-7041,SUR,Miembro,Femenino,Despensa y Abarrotes,27.07,1,1.3535,28.4235,1/12/2019,20:07,Tarjeta de credito,27.07,4.761904762,1.3535
449-27-2918,TROMPILLO,Miembro,Femenino,Despensa y Abarrotes,39.12,1,1.956,41.076,3/26/2019,11:02,Tarjeta de credito,39.12,4.761904762,1.956
891-01-7034,SUR,Normal,Femenino,Congelados,74.71,6,22.413,470.673,1/1/2019,19:07,Efectivo,448.26,4.761904762,22.413
744-09-5786,SUR,Normal,Masculino,Carnes y Embutidos,22.01,6,6.603,138.663,1/2/2019,18:50,Efectivo,132.06,4.761904762,6.603
727-17-0390,SUR,Normal,Femenino,Carnes y Embutidos,63.61,5,15.9025,333.9525,3/16/2019,12:43,Monedero electrónico,318.05,4.761904762,15.9025
568-88-3448,URUBO FIDALGA,Normal,Masculino,Despensa y Abarrotes,25.0,1,1.25,26.25,3/3/2019,15:09,Monedero electrónico,25.0,4.761904762,1.25
187-83-5490,TROMPILLO,Miembro,Masculino,Congelados,20.77,4,4.154,87.234,1/31/2019,13:47,Efectivo,83.08,4.761904762,4.154
767-54-1907,EQUIPETROL,Miembro,Femenino,Limpieza Del Hogar,29.56,5,7.39,155.19,2/13/2019,16:59,Efectivo,147.8,4.761904762,7.39
710-46-4433,TROMPILLO,Miembro,Femenino,Bebidas,77.4,9,34.83,731.43,2/15/2019,14:15,Tarjeta de credito,696.6,4.761904762,34.83
533-33-5337,EQUIPETROL,Normal,Masculino,Snack y Dulces,79.39,10,39.695,833.595,2/7/2019,20:24,Efectivo,793.9,4.761904762,39.695
325-90-8763,REYES,Miembro,Femenino,Panaderia,46.57,10,23.285,488.985,1/27/2019,13:58,Efectivo,465.7,4.761904762,23.285
729-46-7422,EQUIPETROL,Normal,Masculino,Despensa y Abarrotes,35.89,1,1.7945,37.6845,2/23/2019,16:52,Tarjeta de credito,35.89,4.761904762,1.7945
639-76-1242,TROMPILLO,Normal,Masculino,Snack y Dulces,40.52,5,10.13,212.73,2/3/2019,15:19,Efectivo,202.6,4.761904762,10.13
234-03-4040,SUR,Miembro,Femenino,Snack y Dulces,73.05,10,36.525,767.025,3/3/2019,12:25,Tarjeta de credito,730.5,4.761904762,36.525
326-71-2155,EQUIPETROL,Normal,Femenino,Snack y Dulces,73.95,4,14.79,310.59,2/3/2019,10:02,Efectivo,295.8,4.761904762,14.79
320-32-8842,TROMPILLO,Miembro,Femenino,Lacteos,22.62,1,1.131,23.751,3/17/2019,18:58,Efectivo,22.62,4.761904762,1.131
470-32-9057,SUR,Miembro,Masculino,Bebidas,51.34,5,12.835,269.535,3/28/2019,15:31,Tarjeta de credito,256.7,4.761904762,12.835
878-30-2331,URUBO FIDALGA,Miembro,Femenino,Panaderia,54.55,10,27.275,572.775,3/2/2019,11:22,Tarjeta de credito,545.5,4.761904762,27.275
440-59-5691,SUR,Miembro,Femenino,Congelados,37.15,7,13.0025,273.0525,2/8/2019,13:12,Tarjeta de credito,260.05,4.761904762,13.0025
554-53-3790,URUBO FIDALGA,Normal,Masculino,Congelados,37.02,6,11.106,233.226,3/22/2019,18:33,Efectivo,222.12,4.761904762,11.106
746-19-0921,REYES,Normal,Masculino,Carnes y Embutidos,21.58,1,1.079,22.659,2/9/2019,10:02,Monedero electrónico,21.58,4.761904762,1.079
233-34-0817,TROMPILLO,Miembro,Femenino,Despensa y Abarrotes,98.84,1,4.942,103.782,2/15/2019,11:21,Efectivo,98.84,4.761904762,4.942
767-05-1286,EQUIPETROL,Miembro,Femenino,Bebidas,83.77,6,25.131,527.751,1/23/2019,12:10,Monedero electrónico,502.62,4.761904762,25.131
340-21-9136,EQUIPETROL,Miembro,Femenino,Lacteos,40.05,4,8.01,168.21,1/25/2019,11:40,Efectivo,160.2,4.761904762,8.01
405-31-3305,TROMPILLO,Miembro,Masculino,Lacteos,43.13,10,21.565,452.865,2/2/2019,18:31,Tarjeta de credito,431.3,4.761904762,21.565
731-59-7531,REYES,Miembro,Masculino,Carnes y Embutidos,72.57,8,29.028,609.588,3/30/2019,17:58,Efectivo,580.56,4.761904762,29.028
676-39-6028,SUR,Miembro,Femenino,Bebidas,64.44,5,16.11,338.31,3/30/2019,17:04,Efectivo,322.2,4.761904762,16.11
502-05-1910,URUBO FIDALGA,Normal,Masculino,Lacteos,65.18,3,9.777,205.317,2/25/2019,20:35,Tarjeta de credito,195.54,4.761904762,9.777
485-30-8700,TROMPILLO,Normal,Femenino,Limpieza Del Hogar,33.26,5,8.315,174.615,3/18/2019,16:10,Tarjeta de credito,166.3,4.761904762,8.315
598-47-9715,TROMPILLO,Normal,Masculino,Panaderia,84.07,4,16.814,353.094,3/7/2019,16:54,Monedero electrónico,336.28,4.761904762,16.814
701-69-8742,REYES,Normal,Masculino,Panaderia,34.37,10,17.185,360.885,3/16/2019,10:11,Monedero electrónico,343.7,4.761904762,17.185
575-67-1508,URUBO FIDALGA,Normal,Masculino,Lacteos,38.6,1,1.93,40.53,1/29/2019,11:26,Monedero electrónico,38.6,4.761904762,1.93
541-08-3113,EQUIPETROL,Normal,Masculino,Congelados,65.97,8,26.388,554.148,2/2/2019,20:29,Efectivo,527.76,4.761904762,26.388
246-11-3901,REYES,Normal,Femenino,Bebidas,32.8,10,16.4,344.4,2/15/2019,12:12,Efectivo,328.0,4.761904762,16.4
674-15-9296,TROMPILLO,Normal,Masculino,Bebidas,37.14,5,9.285,194.985,1/8/2019,13:05,Monedero electrónico,185.7,4.761904762,9.285
305-18-3552,URUBO FIDALGA,Miembro,Masculino,Lacteos,60.38,10,30.19,633.99,2/12/2019,16:19,Efectivo,603.8,4.761904762,30.19
493-65-6248,URUBO FIDALGA,Miembro,Femenino,Congelados,36.98,10,18.49,388.29,1/1/2019,19:48,Tarjeta de credito,369.8,4.761904762,18.49
438-01-4015,SUR,Miembro,Femenino,Cuidado Personal,49.49,4,9.898,207.858,3/21/2019,15:25,Monedero electrónico,197.96,4.761904762,9.898
709-58-4068,EQUIPETROL,Normal,Femenino,Cuidado Personal,41.09,10,20.545,431.445,2/28/2019,14:42,Efectivo,410.9,4.761904762,20.545
795-49-7276,TROMPILLO,Normal,Masculino,Panaderia,37.15,4,7.43,156.03,3/23/2019,18:59,Monedero electrónico,148.6,4.761904762,7.43
556-72-8512,TROMPILLO,Normal,Masculino,Bebidas,22.96,1,1.148,24.108,1/30/2019,20:47,Efectivo,22.96,4.761904762,1.148
627-95-3243,REYES,Miembro,Femenino,Carnes y Embutidos,77.68,9,34.956,734.076,2/4/2019,13:21,Monedero electrónico,699.12,4.761904762,34.956
686-41-0932,EQUIPETROL,Normal,Femenino,Panaderia,34.7,2,3.47,72.87,3/13/2019,19:48,Monedero electrónico,69.4,4.761904762,3.47
510-09-5628,EQUIPETROL,Miembro,Femenino,Cuidado Personal,19.66,10,9.83,206.43,3/15/2019,18:20,Tarjeta de credito,196.6,4.761904762,9.83
608-04-3797,URUBO FIDALGA,Miembro,Femenino,Lacteos,25.32,8,10.128,212.688,3/5/2019,20:24,Monedero electrónico,202.56,4.761904762,10.128
148-82-2527,URUBO FIDALGA,Miembro,Femenino,Bebidas,12.12,10,6.06,127.26,3/5/2019,13:44,Tarjeta de credito,121.2,4.761904762,6.06
437-53-3084,SUR,Normal,Masculino,Cuidado Personal,99.89,2,9.989,209.769,2/26/2019,11:48,Monedero electrónico,199.78,4.761904762,9.989
632-32-4574,TROMPILLO,Normal,Masculino,Congelados,75.92,8,30.368,637.728,3/20/2019,14:14,Efectivo,607.36,4.761904762,30.368
556-97-7101,REYES,Normal,Femenino,Snack y Dulces,63.22,2,6.322,132.762,1/1/2019,15:51,Efectivo,126.44,4.761904762,6.322
862-59-8517,REYES,Normal,Femenino,Panaderia,90.24,6,27.072,568.512,1/27/2019,11:17,Efectivo,541.44,4.761904762,27.072
401-18-8016,REYES,Miembro,Femenino,Lacteos,98.13,1,4.9065,103.0365,1/21/2019,17:36,Efectivo,98.13,4.761904762,4.9065
420-18-8989,EQUIPETROL,Miembro,Femenino,Snack y Dulces,51.52,8,20.608,432.768,2/2/2019,15:47,Efectivo,412.16,4.761904762,20.608
277-63-2961,REYES,Miembro,Masculino,Lacteos,73.97,1,3.6985,77.6685,2/3/2019,15:53,Tarjeta de credito,73.97,4.761904762,3.6985
573-98-8548,SUR,Miembro,Femenino,Cuidado Personal,31.9,1,1.595,33.495,1/5/2019,12:40,Monedero electrónico,31.9,4.761904762,1.595
620-02-2046,REYES,Normal,Masculino,Panaderia,69.4,2,6.94,145.74,1/27/2019,19:48,Monedero electrónico,138.8,4.761904762,6.94
282-35-2475,TROMPILLO,Normal,Femenino,Panaderia,93.31,2,9.331,195.951,3/25/2019,17:53,Efectivo,186.62,4.761904762,9.331
511-54-3087,URUBO FIDALGA,Normal,Masculino,Congelados,88.45,1,4.4225,92.8725,2/25/2019,16:36,Tarjeta de credito,88.45,4.761904762,4.4225
726-29-6793,REYES,Miembro,Masculino,Snack y Dulces,24.18,8,9.672,203.112,1/28/2019,20:54,Monedero electrónico,193.44,4.761904762,9.672
387-49-4215,URUBO FIDALGA,Miembro,Femenino,Despensa y Abarrotes,48.5,3,7.275,152.775,1/8/2019,12:50,Efectivo,145.5,4.761904762,7.275
862-17-9201,SUR,Normal,Femenino,Bebidas,84.05,6,25.215,529.515,1/29/2019,10:48,Tarjeta de credito,504.3,4.761904762,25.215
291-21-5991,URUBO FIDALGA,Miembro,Masculino,Despensa y Abarrotes,61.29,5,15.3225,321.7725,3/29/2019,14:28,Efectivo,306.45,4.761904762,15.3225
602-80-9671,SUR,Miembro,Femenino,Despensa y Abarrotes,15.95,6,4.785,100.485,2/9/2019,17:15,Tarjeta de credito,95.7,4.761904762,4.785
347-72-6115,EQUIPETROL,Miembro,Femenino,Snack y Dulces,90.74,7,31.759,666.939,1/16/2019,18:03,Tarjeta de credito,635.18,4.761904762,31.759
209-61-0206,TROMPILLO,Normal,Femenino,Despensa y Abarrotes,42.91,5,10.7275,225.2775,1/5/2019,17:29,Monedero electrónico,214.55,4.761904762,10.7275
595-27-4851,REYES,Normal,Femenino,Panaderia,54.28,7,18.998,398.958,1/27/2019,18:05,Monedero electrónico,379.96,4.761904762,18.998
189-52-0236,EQUIPETROL,Normal,Masculino,Cuidado Personal,99.55,7,34.8425,731.6925,3/14/2019,12:07,Efectivo,696.85,4.761904762,34.8425
503-07-0930,EQUIPETROL,Miembro,Masculino,Limpieza Del Hogar,58.39,7,20.4365,429.1665,2/23/2019,19:49,Tarjeta de credito,408.73,4.761904762,20.4365
413-20-6708,EQUIPETROL,Miembro,Femenino,Limpieza Del Hogar,51.47,1,2.5735,54.0435,3/18/2019,15:52,Monedero electrónico,51.47,4.761904762,2.5735
425-85-2085,SUR,Miembro,Masculino,Despensa y Abarrotes,54.86,5,13.715,288.015,3/29/2019,16:48,Monedero electrónico,274.3,4.761904762,13.715
521-18-7827,URUBO FIDALGA,Miembro,Masculino,Carnes y Embutidos,39.39,5,9.8475,206.7975,1/22/2019,20:46,Tarjeta de credito,196.95,4.761904762,9.8475
